id,ok,issues,query,expected_intent,actual_intent,expected_products_include,must_not_prioritize,answer,top_products
T0561,True,,"ahoj, potrebujem rybacia omáčka",product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0562,True,,kde nájdem rybacia omáčka,product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0563,True,,viete mi nájsť ukáž mi rybacia omáčka,product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0564,True,,prosím chcem kúpiť rybacia omáčka skladom,product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0565,True,,"dobrý deň, predávate rybacia omáčka?",product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0566,True,,"ahoj, aké máte rybacia omáčka skladom",product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0567,True,,najdi rybacia omáčka skladom,product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0568,True,,viete mi nájsť rybacia omáčka skladom skladom,product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0569,True,,prosím rybacia omáčka cena na foodlande,product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0570,True,,"dobrý deň, máte niečo ako rybacia omáčka?",product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0571,True,,"ahoj, máte rybacia omacka?",product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0572,True,,máte fish sauce?,product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0573,True,,viete mi nájsť máte rybia omacka?,product_search,product_search,rybacia omáčka,,,Rybacia omáčka 40N THUAN PHAT 620ml | Rybacia omáčka Nam Ngu CHIN-SU 750ml | Rybacia omáčka NAM PLA CA COM 700 ml | Rybacia omáčka premium 30N MEGACHEF 200 ml | Rybacia omáčka premium 30N MEGACHEF 500 ml | Rybacia omáčka premium 30N MEGACHEF 700 ml | Rybacia omáčka Premium MEGACHEF 200ml | Rybacia omáčka Premium MEGACHEF 500 ml
T0574,True,,prosím máte sezamový olej?,product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0575,True,,"dobrý deň, mate sezamový olej?",product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0576,True,,"ahoj, hľadám sezamový olej za dobrú cenu",product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0577,True,,hladam sezamový olej za dobrú cenu,product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0578,True,,viete mi nájsť potrebujem sezamový olej za dobrú cenu,product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0579,True,,prosím kde nájdem sezamový olej?,product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0580,True,,"dobrý deň, ukáž mi sezamový olej?",product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0581,True,,"ahoj, chcem kúpiť sezamový olej?",product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0582,True,,predávate sezamový olej?,product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0583,True,,viete mi nájsť aké máte sezamový olej?,product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0584,True,,prosím najdi sezamový olej,product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0585,True,,"dobrý deň, sezamový olej skladom",product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0586,True,,"ahoj, sezamový olej cena",product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0587,True,,máte niečo ako sezamový olej?,product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0588,True,,viete mi nájsť máte sezamovy olej?,product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0589,True,,prosím máte sesame oil?,product_search,product_search,sezamový olej,,,"Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% LEE KUM KEE 207 ml | Sezamový olej 100% OH AIK GUAN 150 ml | Sezamový olej 100% OH AIK GUAN 360 ml | Sezamový olej 100% OH AIK GUAN 650 ml | Sezamový olej ochutený NATURE BEST HARVEST 1850ml | Sezamový olej so sójovým olejom LEE KUM KEE 1,75L | Sezamový olej so sójovým olejom LEE KUM KEE 207 ml"
T0590,True,,"dobrý deň, máte kokosové mlieko?",product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0591,True,,"ahoj, mate kokosové mlieko?",product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0592,True,,hľadám kokosové mlieko skladom,product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0593,True,,viete mi nájsť hladam kokosové mlieko skladom,product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0594,True,,prosím potrebujem kokosové mlieko na foodlande,product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0595,True,,"dobrý deň, kde nájdem kokosové mlieko na foodlande",product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0596,True,,"ahoj, ukáž mi kokosové mlieko na foodlande",product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0597,True,,chcem kúpiť kokosové mlieko na foodlande,product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0598,True,,viete mi nájsť predávate kokosové mlieko?,product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0599,True,,prosím aké máte kokosové mlieko za dobrú cenu,product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0600,True,,"dobrý deň, najdi kokosové mlieko za dobrú cenu",product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0601,True,,"ahoj, kokosové mlieko skladom za dobrú cenu",product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0602,True,,kokosové mlieko cena za dobrú cenu,product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0603,True,,viete mi nájsť máte niečo ako kokosové mlieko?,product_search,product_search,kokosové mlieko,,,Kokosové mlieko AROY-D 1000ml | Kokosové mlieko AROY-D 150ml | Kokosové mlieko AROY-D 250ml | Kokosové mlieko AROY-D 500 ml | Kokosové mlieko BAMBOO TREE 1000ml | Kokosové mlieko BAMBOO TREE 250ml | Kokosové mlieko CHAOKOH 1000 ml | Kokosové mlieko na dezert AROY-D 400ml
T0604,True,,prosím máte panko strúhanka?,product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0605,True,,"dobrý deň, mate panko strúhanka?",product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0606,True,,"ahoj, hľadám panko strúhanka?",product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0607,True,,hladam panko strúhanka?,product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0608,True,,viete mi nájsť potrebujem panko strúhanka?,product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0609,True,,prosím kde nájdem panko strúhanka,product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0610,True,,"dobrý deň, ukáž mi panko strúhanka",product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0611,True,,"ahoj, chcem kúpiť panko strúhanka",product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0612,True,,predávate panko strúhanka?,product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0613,True,,viete mi nájsť aké máte panko strúhanka,product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0614,True,,prosím najdi panko strúhanka skladom,product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0615,True,,"dobrý deň, panko strúhanka skladom skladom",product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0616,True,,"ahoj, panko strúhanka cena skladom",product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0617,True,,máte niečo ako panko strúhanka?,product_search,product_search,panko,,,Strúhanka Panko GOGI 200g | Strúhanka Panko - GOGI 1000 g | Panko strúhanka - Nature Best Harvest 1000 g | Panko obaľovacia zmes LOBO 200 g | Panko obaľovacia zmes hladká LOBO 200g | Panko obaľovacia zmes LOBO 1000 g | Múka na tempuru GOGI 150g | Klasická obaľovacia zmes na vyprážané kura LOBO 150g
T0618,True,,viete mi nájsť máte rice paper?,product_search,product_search,ryžový papier | rice paper,,,Okrúhly ryžový papier na čerstvé jarné rolky TUFOCO 400g | Ryžový papier na čerstvé jarné rolky štvorcový TUFOCO 340g | Ryžový papier na čerstvé jarné rolky štvorcový TUFOCO 400g | Ryžový papier na čerstvé jarné rolky TUFOCO 400g | Ryžový papier na Nem Ram Ha Tinh 500g | Ryžový papier na vyprážané jarné rolky (1/4) TUFOCO 400g | Ryžový papier na vyprážané jarné rolky TUFOCO 340g | Ryžový papier na vypražané jarné závitky TOTACO 250g
